customer_id,signup_date,segment,acquisition_channel,initial_plan,initial_mrr,churn_date,upgraded_plan,final_mrr,cac
783,2023-12-01,SMB,Organic,Starter,29,,,29,49.08
784,2023-05-01,Enterprise,Paid Search,Growth,99,,,99,443.17
785,2024-07-01,SMB,Outbound Sales,Growth,99,,,99,1105.64
786,2023-10-01,Mid-Market,Paid Search,Growth,99,2024-06-01,,0,355.03
787,2024-05-01,SMB,Outbound Sales,Growth,99,2024-06-01,,0,1279.11
788,2024-08-01,SMB,Paid Search,Growth,99,,Scale,299,374.41
789,2024-11-01,Mid-Market,Outbound Sales,Starter,29,,Growth,99,1167.36
790,2024-09-01,Mid-Market,Organic,Starter,29,,,29,67.03
791,2023-11-01,Mid-Market,Paid Search,Enterprise,799,,,799,375.02
792,2023-06-01,Mid-Market,Outbound Sales,Growth,99,2023-12-01,,0,1276.92
793,2023-06-01,SMB,Paid Search,Scale,299,,,299,488.52
794,2024-03-01,SMB,Referral,Starter,29,2024-05-01,,0,100.28
795,2023-05-01,Enterprise,Organic,Growth,99,,,99,60.58
796,2024-07-01,SMB,Organic,Scale,299,,,299,50.25
797,2024-01-01,Mid-Market,Paid Search,Starter,29,2024-10-01,,0,494.84
798,2023-08-01,SMB,Referral,Starter,29,2024-10-01,,0,97.53
799,2023-08-01,SMB,Paid Search,Starter,29,,Growth,99,341.9
800,2023-09-01,Mid-Market,Paid Search,Growth,99,,,99,495.4
801,2024-07-01,Enterprise,Paid Search,Enterprise,799,2024-10-01,,0,348.05
802,2024-03-01,Mid-Market,Paid Search,Growth,99,,,99,437.3
803,2024-04-01,SMB,Paid Search,Starter,29,,,29,402.17
804,2024-05-01,SMB,Referral,Starter,29,,,29,107.31
805,2024-10-01,SMB,Referral,Growth,99,,,99,105.23
806,2023-08-01,SMB,Outbound Sales,Scale,299,,,299,1403.36
807,2024-08-01,SMB,Referral,Growth,99,,,99,97.24
808,2024-01-01,Mid-Market,Organic,Growth,99,,Scale,299,67.72
809,2024-06-01,Mid-Market,Paid Search,Starter,29,,,29,473.81
810,2023-09-01,Enterprise,Referral,Starter,29,,Growth,99,93.57
811,2023-04-01,SMB,Organic,Starter,29,2023-12-01,,0,54.04
812,2023-01-01,SMB,Referral,Starter,29,2023-11-01,,0,83.26
813,2023-02-01,SMB,Referral,Scale,299,2023-08-01,,0,95.96
814,2024-04-01,Mid-Market,Organic,Scale,299,,,299,64.51
815,2023-10-01,SMB,Referral,Scale,299,,,299,85.37
816,2024-03-01,SMB,Organic,Starter,29,2024-08-01,,0,69.31
817,2023-11-01,SMB,Organic,Starter,29,,,29,57.6
818,2023-05-01,Mid-Market,Organic,Growth,99,,,99,64.76
819,2023-03-01,Mid-Market,Outbound Sales,Starter,29,,,29,1193.07
820,2023-12-01,Mid-Market,Outbound Sales,Growth,99,2024-05-01,,0,1270.66
821,2023-07-01,SMB,Paid Search,Starter,29,,,29,427.74
822,2024-07-01,SMB,Outbound Sales,Starter,29,,,29,1100.32
823,2023-08-01,SMB,Paid Search,Starter,29,,Growth,99,343.04
824,2023-12-01,Enterprise,Referral,Growth,99,,Scale,299,81.71
825,2024-09-01,SMB,Paid Search,Starter,29,,,29,475.07
826,2024-09-01,Mid-Market,Paid Search,Scale,299,,,299,372.37
827,2024-07-01,Mid-Market,Referral,Growth,99,,,99,103.89
828,2024-05-01,Enterprise,Paid Search,Starter,29,,,29,456.3
829,2024-03-01,SMB,Referral,Scale,299,2024-10-01,,0,96.8
830,2024-05-01,Mid-Market,Partner,Growth,99,2024-06-01,,0,320.89
831,2024-03-01,SMB,Organic,Starter,29,,,29,71.43
832,2023-12-01,Mid-Market,Referral,Starter,29,,,29,94.81
833,2023-04-01,Enterprise,Organic,Growth,99,,,99,63.58
834,2023-10-01,SMB,Referral,Growth,99,2024-01-01,,0,88.32
835,2024-05-01,Mid-Market,Partner,Scale,299,,,299,344.68
836,2024-03-01,SMB,Referral,Scale,299,,,299,74.07
837,2024-09-01,Enterprise,Organic,Growth,99,,,99,56.26
838,2024-03-01,SMB,Paid Search,Starter,29,2024-04-01,,0,384.16
839,2023-04-01,Mid-Market,Paid Search,Starter,29,,,29,402.86
840,2023-05-01,SMB,Outbound Sales,Starter,29,2023-10-01,,0,1339.15
841,2023-12-01,Mid-Market,Referral,Starter,29,,,29,106.42
842,2023-05-01,SMB,Paid Search,Scale,299,,,299,491.31
843,2023-05-01,SMB,Paid Search,Scale,299,2024-10-01,,0,438.69
844,2024-08-01,SMB,Organic,Growth,99,2024-11-01,,0,48.48
845,2023-07-01,SMB,Partner,Starter,29,2023-09-01,,0,306.68
846,2023-07-01,SMB,Organic,Growth,99,,,99,49.64
847,2023-06-01,Mid-Market,Outbound Sales,Starter,29,,,29,1274.25
848,2023-11-01,Mid-Market,Referral,Starter,29,2024-11-01,,0,82.96
849,2024-10-01,Mid-Market,Referral,Enterprise,799,,,799,95.33
850,2024-06-01,Mid-Market,Partner,Growth,99,,,99,242.15
851,2024-01-01,Mid-Market,Referral,Growth,99,,,99,100.39
852,2024-07-01,SMB,Outbound Sales,Starter,29,2024-10-01,,0,1526.27
853,2024-02-01,SMB,Outbound Sales,Scale,299,,,299,1097.47
854,2024-02-01,Enterprise,Paid Search,Scale,299,,,299,349.74
855,2023-01-01,SMB,Outbound Sales,Starter,29,2023-10-01,,0,1577.17
856,2024-05-01,Mid-Market,Referral,Scale,299,,,299,94.18
857,2023-10-01,Mid-Market,Organic,Starter,29,,,29,71.05
858,2023-08-01,Mid-Market,Organic,Growth,99,,,99,58.98
859,2023-08-01,SMB,Outbound Sales,Scale,299,2023-09-01,,0,1182.94
860,2024-01-01,Enterprise,Outbound Sales,Enterprise,799,2024-08-01,,0,1279.9
861,2023-01-01,SMB,Paid Search,Growth,99,2024-02-01,,0,492.07
862,2023-04-01,Enterprise,Organic,Scale,299,,,299,50.77
863,2024-09-01,SMB,Referral,Starter,29,,,29,104.12
864,2024-10-01,SMB,Partner,Scale,299,,,299,303.57
865,2023-09-01,SMB,Organic,Growth,99,2024-05-01,,0,49.68
866,2023-11-01,Mid-Market,Outbound Sales,Starter,29,,,29,1295.87
867,2023-05-01,Mid-Market,Referral,Growth,99,2023-11-01,,0,80.76
868,2024-03-01,Enterprise,Outbound Sales,Scale,299,,Enterprise,799,1390.65
869,2023-01-01,SMB,Paid Search,Starter,29,,,29,361.61
870,2024-08-01,Mid-Market,Paid Search,Starter,29,,,29,494.13
871,2024-09-01,SMB,Partner,Growth,99,,Scale,299,265.35
872,2023-02-01,SMB,Organic,Growth,99,2024-12-01,,0,63.19
873,2023-05-01,SMB,Paid Search,Growth,99,2023-10-01,,0,475.65
874,2023-02-01,Mid-Market,Organic,Growth,99,,,99,62.3
875,2024-04-01,Mid-Market,Outbound Sales,Starter,29,,Growth,99,1434.0
876,2024-06-01,Enterprise,Partner,Scale,299,,,299,289.12
877,2024-11-01,Mid-Market,Paid Search,Growth,99,,,99,353.11
878,2023-09-01,SMB,Organic,Starter,29,2023-12-01,,0,51.15
879,2024-08-01,SMB,Organic,Growth,99,,,99,64.85
880,2024-10-01,Enterprise,Paid Search,Growth,99,,,99,469.94
881,2023-07-01,Mid-Market,Referral,Starter,29,,,29,102.32
882,2023-04-01,Mid-Market,Paid Search,Starter,29,,,29,396.94
883,2024-08-01,SMB,Organic,Growth,99,,,99,71.25
884,2024-07-01,SMB,Referral,Scale,299,,Enterprise,799,95.1
885,2024-05-01,SMB,Organic,Growth,99,,,99,51.69
886,2024-10-01,SMB,Paid Search,Starter,29,,,29,347.31
887,2023-10-01,SMB,Referral,Starter,29,,,29,91.62
888,2023-03-01,SMB,Paid Search,Starter,29,2024-08-01,,0,460.5
889,2024-01-01,SMB,Paid Search,Starter,29,2024-09-01,,0,339.03
890,2024-01-01,SMB,Paid Search,Starter,29,2024-10-01,,0,339.79
891,2023-10-01,SMB,Referral,Starter,29,,,29,92.82
892,2023-08-01,SMB,Referral,Growth,99,,,99,107.64
893,2024-07-01,SMB,Outbound Sales,Growth,99,,,99,1478.27
894,2023-06-01,Mid-Market,Organic,Starter,29,2024-03-01,,0,51.64
895,2023-09-01,Enterprise,Outbound Sales,Growth,99,,,99,1127.09
896,2024-05-01,SMB,Paid Search,Growth,99,2024-06-01,,0,472.81
897,2024-03-01,SMB,Paid Search,Starter,29,,,29,472.04
898,2024-08-01,Mid-Market,Partner,Growth,99,,,99,294.82
899,2023-11-01,SMB,Referral,Starter,29,2024-04-01,,0,73.29
900,2024-09-01,Mid-Market,Paid Search,Growth,99,,,99,464.73
901,2024-09-01,SMB,Paid Search,Growth,99,,,99,405.21
902,2023-01-01,Mid-Market,Paid Search,Starter,29,2023-11-01,,0,473.15
903,2023-04-01,Enterprise,Organic,Starter,29,,,29,51.46
904,2024-05-01,SMB,Paid Search,Growth,99,,,99,413.83
905,2023-03-01,SMB,Referral,Starter,29,,,29,90.95
906,2024-04-01,Mid-Market,Referral,Growth,99,,,99,85.31
907,2023-06-01,SMB,Organic,Growth,99,,,99,71.76
908,2024-07-01,Enterprise,Referral,Growth,99,,Scale,299,99.46
909,2024-03-01,Mid-Market,Organic,Growth,99,,,99,67.92
910,2023-06-01,SMB,Outbound Sales,Starter,29,2023-10-01,,0,1210.18
911,2024-09-01,SMB,Paid Search,Starter,29,,,29,400.62
912,2024-09-01,Mid-Market,Paid Search,Starter,29,,,29,354.61
913,2024-03-01,SMB,Outbound Sales,Enterprise,799,,,799,1619.09
914,2024-03-01,Enterprise,Paid Search,Scale,299,,,299,379.28
915,2023-09-01,SMB,Partner,Enterprise,799,2023-10-01,,0,252.07
916,2024-10-01,Enterprise,Paid Search,Enterprise,799,,,799,370.48
917,2024-01-01,SMB,Outbound Sales,Starter,29,,Growth,99,1388.64
918,2024-11-01,SMB,Organic,Starter,29,2024-12-01,,0,56.06
919,2024-05-01,SMB,Referral,Growth,99,,,99,77.9
920,2023-06-01,SMB,Partner,Enterprise,799,,,799,296.2
921,2024-05-01,SMB,Partner,Starter,29,,,29,320.46
922,2024-04-01,SMB,Paid Search,Scale,299,,,299,447.68
923,2024-04-01,SMB,Paid Search,Starter,29,,,29,338.48
924,2023-03-01,SMB,Referral,Starter,29,2024-08-01,,0,99.19
925,2023-05-01,Enterprise,Partner,Growth,99,2024-08-01,,0,268.94
926,2023-06-01,SMB,Paid Search,Starter,29,2024-02-01,,0,490.93
927,2023-02-01,Mid-Market,Organic,Growth,99,,,99,51.32
928,2024-04-01,SMB,Organic,Enterprise,799,2024-05-01,,0,57.59
929,2024-05-01,SMB,Organic,Starter,29,,,29,55.49
930,2023-10-01,SMB,Organic,Starter,29,2024-11-01,,0,59.79
931,2023-02-01,Mid-Market,Paid Search,Starter,29,2023-09-01,,0,388.68
932,2024-05-01,SMB,Organic,Starter,29,,,29,66.51
933,2024-03-01,SMB,Paid Search,Starter,29,2024-10-01,,0,400.17
934,2023-10-01,Mid-Market,Paid Search,Enterprise,799,,,799,394.82
935,2024-03-01,SMB,Organic,Starter,29,2024-05-01,,0,71.31
936,2023-09-01,Enterprise,Referral,Starter,29,,,29,86.52
937,2024-07-01,SMB,Outbound Sales,Starter,29,,Growth,99,1150.22
938,2023-03-01,Mid-Market,Outbound Sales,Starter,29,,,29,1224.72
939,2024-09-01,SMB,Referral,Growth,99,,,99,98.04
940,2023-05-01,Enterprise,Paid Search,Starter,29,2023-08-01,,0,379.99
941,2024-04-01,Mid-Market,Paid Search,Growth,99,,,99,450.32
942,2023-10-01,SMB,Organic,Starter,29,,,29,69.96
943,2023-04-01,SMB,Referral,Growth,99,,Scale,299,85.47
944,2024-03-01,Mid-Market,Paid Search,Growth,99,,,99,368.36
945,2023-06-01,Mid-Market,Referral,Starter,29,2023-10-01,,0,97.8
946,2023-07-01,Mid-Market,Paid Search,Growth,99,,,99,409.55
947,2023-01-01,SMB,Referral,Starter,29,2023-04-01,,0,73.66
948,2024-06-01,Mid-Market,Paid Search,Scale,299,,,299,433.18
949,2023-07-01,SMB,Partner,Growth,99,,,99,309.66
950,2023-02-01,Enterprise,Partner,Enterprise,799,,,799,321.8
951,2023-11-01,SMB,Partner,Growth,99,2024-09-01,,0,328.23
952,2023-10-01,SMB,Referral,Starter,29,2024-06-01,,0,95.24
953,2024-07-01,SMB,Outbound Sales,Growth,99,,,99,1262.68
954,2024-06-01,SMB,Organic,Enterprise,799,,,799,68.05
955,2024-08-01,Mid-Market,Paid Search,Starter,29,,,29,493.13
956,2023-01-01,SMB,Referral,Starter,29,2023-11-01,,0,82.88
957,2024-10-01,SMB,Outbound Sales,Starter,29,,,29,1232.19
958,2023-08-01,Enterprise,Paid Search,Scale,299,,,299,422.18
959,2024-02-01,SMB,Outbound Sales,Enterprise,799,2024-12-01,,0,1612.31
960,2023-10-01,Enterprise,Organic,Growth,99,,,99,51.92
961,2024-06-01,SMB,Organic,Starter,29,,,29,59.88
962,2023-02-01,Enterprise,Paid Search,Starter,29,,,29,368.63
963,2024-04-01,SMB,Organic,Starter,29,,Growth,99,57.84
964,2024-10-01,Mid-Market,Paid Search,Scale,299,,,299,399.65
965,2023-01-01,Mid-Market,Organic,Enterprise,799,,,799,61.7
966,2024-06-01,Mid-Market,Outbound Sales,Growth,99,2024-12-01,,0,1098.7
967,2024-10-01,Mid-Market,Organic,Starter,29,,,29,67.37
968,2024-05-01,SMB,Referral,Starter,29,,Growth,99,97.54
969,2024-10-01,Mid-Market,Organic,Starter,29,,,29,72.0
970,2023-08-01,SMB,Organic,Scale,299,2024-12-01,,0,54.14
971,2023-01-01,Mid-Market,Referral,Growth,99,,,99,103.24
972,2024-07-01,SMB,Organic,Starter,29,,,29,62.65
973,2024-10-01,SMB,Referral,Growth,99,,,99,80.32
974,2023-11-01,Enterprise,Organic,Growth,99,,,99,55.1
975,2024-11-01,SMB,Organic,Starter,29,,,29,48.49
976,2023-08-01,SMB,Referral,Growth,99,,,99,84.37
977,2023-05-01,Mid-Market,Paid Search,Starter,29,2024-08-01,,0,487.1
978,2023-07-01,SMB,Outbound Sales,Starter,29,2024-08-01,,0,1120.63
979,2023-12-01,SMB,Referral,Starter,29,2024-02-01,,0,105.41
980,2023-03-01,Mid-Market,Outbound Sales,Growth,99,2023-07-01,,0,1284.99
981,2023-10-01,SMB,Outbound Sales,Starter,29,2024-05-01,,0,1480.07
982,2023-06-01,SMB,Outbound Sales,Starter,29,,,29,1435.61
983,2023-09-01,Mid-Market,Partner,Growth,99,,,99,320.7
984,2023-09-01,SMB,Organic,Starter,29,2023-10-01,,0,61.16
985,2024-10-01,SMB,Organic,Starter,29,,Growth,99,59.14
986,2023-08-01,SMB,Organic,Starter,29,2023-09-01,,0,70.28
987,2024-02-01,Mid-Market,Organic,Growth,99,,,99,64.32
988,2023-12-01,Mid-Market,Paid Search,Scale,299,,Enterprise,799,439.25
989,2023-01-01,Mid-Market,Referral,Starter,29,2024-02-01,,0,87.06
990,2024-06-01,Mid-Market,Paid Search,Starter,29,,Growth,99,373.81
991,2023-06-01,Mid-Market,Organic,Starter,29,2024-02-01,,0,48.04
992,2024-05-01,SMB,Outbound Sales,Starter,29,,,29,1609.59
993,2023-09-01,Mid-Market,Referral,Growth,99,2024-09-01,,0,99.23
994,2024-08-01,Mid-Market,Paid Search,Starter,29,,,29,502.99
995,2024-11-01,Enterprise,Outbound Sales,Scale,299,,Enterprise,799,1495.9
996,2024-09-01,SMB,Paid Search,Starter,29,,,29,343.65
997,2023-03-01,Enterprise,Outbound Sales,Starter,29,,Growth,99,1319.81
998,2023-09-01,SMB,Paid Search,Scale,299,2024-08-01,,0,355.62
999,2023-09-01,SMB,Referral,Growth,99,,,99,100.85
1000,2023-10-01,SMB,Outbound Sales,Enterprise,799,,,799,1180.43
1001,2024-07-01,SMB,Organic,Growth,99,,,99,63.78
1002,2023-09-01,Enterprise,Paid Search,Starter,29,,,29,446.64
1003,2024-09-01,Mid-Market,Paid Search,Starter,29,,,29,443.33
1004,2023-10-01,Mid-Market,Outbound Sales,Scale,299,2024-01-01,,0,1554.31
1005,2024-08-01,Mid-Market,Paid Search,Enterprise,799,,,799,457.93
1006,2024-05-01,SMB,Paid Search,Starter,29,,,29,391.02
1007,2023-06-01,Enterprise,Paid Search,Growth,99,,,99,388.89
1008,2024-05-01,Mid-Market,Paid Search,Growth,99,,,99,339.75
1009,2024-01-01,Mid-Market,Organic,Scale,299,2024-12-01,,0,69.8
1010,2024-04-01,Mid-Market,Organic,Starter,29,2024-06-01,,0,50.48
1011,2024-04-01,Mid-Market,Organic,Starter,29,,,29,59.5
1012,2023-09-01,SMB,Referral,Growth,99,2024-09-01,,0,90.31
1013,2023-12-01,SMB,Organic,Starter,29,2024-03-01,,0,58.75
1014,2023-11-01,SMB,Referral,Growth,99,,,99,92.67
1015,2023-12-01,SMB,Paid Search,Starter,29,2024-05-01,,0,458.51
1016,2024-04-01,SMB,Partner,Starter,29,,,29,263.55
1017,2024-03-01,Enterprise,Referral,Starter,29,,,29,74.65
1018,2023-02-01,Mid-Market,Organic,Starter,29,,,29,68.58
1019,2024-10-01,SMB,Organic,Growth,99,,,99,59.87
1020,2024-10-01,Mid-Market,Organic,Growth,99,,,99,51.06
1021,2023-01-01,SMB,Outbound Sales,Growth,99,2024-09-01,,0,1442.92
1022,2024-09-01,Mid-Market,Referral,Scale,299,,,299,80.03
1023,2023-06-01,Mid-Market,Outbound Sales,Starter,29,,,29,1124.19
1024,2024-11-01,SMB,Outbound Sales,Growth,99,,,99,1232.59
1025,2023-08-01,SMB,Paid Search,Starter,29,,,29,385.88
1026,2024-01-01,SMB,Organic,Scale,299,,,299,68.84
1027,2024-02-01,SMB,Paid Search,Growth,99,,,99,387.63
1028,2024-01-01,Mid-Market,Referral,Scale,299,,,299,100.09
1029,2023-04-01,SMB,Outbound Sales,Growth,99,2023-09-01,,0,1391.71
1030,2023-10-01,SMB,Outbound Sales,Growth,99,,,99,1131.14
1031,2023-10-01,SMB,Organic,Growth,99,,,99,51.76
1032,2024-04-01,SMB,Referral,Starter,29,,,29,74.88
1033,2023-07-01,SMB,Outbound Sales,Starter,29,,,29,1296.8
1034,2024-04-01,SMB,Paid Search,Growth,99,2024-05-01,,0,498.94
1035,2024-08-01,Enterprise,Organic,Starter,29,,,29,52.34
1036,2023-07-01,Enterprise,Outbound Sales,Growth,99,,,99,1264.73
1037,2024-09-01,SMB,Organic,Starter,29,,Growth,99,67.68
1038,2024-06-01,SMB,Referral,Starter,29,,,29,103.53
1039,2023-12-01,SMB,Paid Search,Starter,29,2024-02-01,,0,459.54
1040,2024-04-01,Mid-Market,Paid Search,Scale,299,,,299,414.47
1041,2023-11-01,Mid-Market,Referral,Enterprise,799,,,799,95.36
1042,2024-07-01,SMB,Referral,Scale,299,,,299,88.2
1043,2023-12-01,Mid-Market,Organic,Scale,299,2024-09-01,,0,68.37
1044,2023-12-01,Mid-Market,Paid Search,Starter,29,,Growth,99,404.86
1045,2023-10-01,Mid-Market,Partner,Starter,29,2024-03-01,,0,338.14
1046,2023-02-01,SMB,Paid Search,Growth,99,,,99,434.39
1047,2023-02-01,Mid-Market,Partner,Scale,299,,,299,302.55
1048,2023-12-01,Enterprise,Paid Search,Growth,99,,,99,446.29
1049,2023-06-01,SMB,Organic,Starter,29,2024-09-01,,0,55.01
1050,2023-10-01,SMB,Organic,Growth,99,,,99,57.41
1051,2023-11-01,Enterprise,Referral,Growth,99,,,99,100.98
1052,2023-06-01,SMB,Outbound Sales,Starter,29,2023-08-01,,0,1287.35
1053,2024-05-01,SMB,Referral,Starter,29,2024-12-01,,0,95.53
1054,2023-03-01,Mid-Market,Paid Search,Growth,99,2023-06-01,,0,447.48
1055,2024-07-01,Mid-Market,Paid Search,Starter,29,,,29,482.12
1056,2024-09-01,SMB,Partner,Growth,99,2024-10-01,,0,293.24
1057,2024-06-01,SMB,Referral,Starter,29,,,29,104.49
1058,2023-08-01,SMB,Paid Search,Growth,99,,,99,502.84
1059,2024-10-01,Enterprise,Paid Search,Growth,99,,,99,364.43
1060,2024-09-01,SMB,Organic,Starter,29,,,29,65.17
1061,2023-10-01,Mid-Market,Organic,Growth,99,,,99,64.76
1062,2023-05-01,SMB,Organic,Starter,29,,,29,58.95
1063,2023-04-01,Mid-Market,Outbound Sales,Growth,99,,,99,1244.06
1064,2024-01-01,SMB,Referral,Starter,29,,Growth,99,72.98
1065,2024-09-01,SMB,Paid Search,Scale,299,,,299,442.89
1066,2023-09-01,SMB,Paid Search,Enterprise,799,2024-10-01,,0,389.04
1067,2024-01-01,Mid-Market,Partner,Starter,29,,,29,306.26
1068,2024-03-01,Mid-Market,Referral,Starter,29,,Growth,99,76.4
1069,2023-03-01,Enterprise,Paid Search,Enterprise,799,,,799,343.44
1070,2023-05-01,SMB,Partner,Growth,99,2024-05-01,,0,336.29
1071,2024-05-01,Mid-Market,Paid Search,Starter,29,,Growth,99,356.65
1072,2023-06-01,Enterprise,Organic,Starter,29,2024-07-01,,0,51.3
1073,2024-02-01,SMB,Paid Search,Enterprise,799,,,799,431.86
1074,2024-03-01,SMB,Paid Search,Scale,299,2024-05-01,,0,458.83
1075,2023-02-01,SMB,Outbound Sales,Growth,99,2024-08-01,,0,1084.32
1076,2024-04-01,SMB,Outbound Sales,Scale,299,,,299,1318.75
1077,2023-11-01,Mid-Market,Paid Search,Scale,299,,,299,442.05
1078,2023-06-01,SMB,Referral,Growth,99,2024-07-01,,0,98.57
1079,2024-04-01,Mid-Market,Paid Search,Starter,29,,,29,495.25
1080,2024-05-01,SMB,Outbound Sales,Growth,99,,,99,1088.7
1081,2024-01-01,Enterprise,Referral,Growth,99,,,99,104.35
1082,2024-06-01,Mid-Market,Referral,Growth,99,,,99,106.8
1083,2023-12-01,SMB,Paid Search,Growth,99,,,99,481.45
1084,2024-11-01,Mid-Market,Organic,Scale,299,,,299,70.77
1085,2023-04-01,Enterprise,Outbound Sales,Starter,29,,,29,1144.01
1086,2024-11-01,Mid-Market,Referral,Growth,99,2024-12-01,,0,107.72
1087,2023-08-01,SMB,Outbound Sales,Starter,29,,,29,1493.22
1088,2024-11-01,Enterprise,Paid Search,Growth,99,,,99,347.67
1089,2023-09-01,SMB,Paid Search,Starter,29,2024-05-01,,0,450.05
1090,2023-12-01,Mid-Market,Referral,Growth,99,,,99,97.31
1091,2024-01-01,Mid-Market,Referral,Growth,99,,,99,94.66
1092,2023-05-01,Mid-Market,Organic,Growth,99,,,99,68.99
1093,2024-09-01,SMB,Paid Search,Starter,29,,,29,461.79
1094,2023-04-01,SMB,Organic,Scale,299,2024-11-01,,0,51.88
1095,2024-04-01,SMB,Outbound Sales,Starter,29,,Growth,99,1215.11
1096,2023-11-01,Mid-Market,Paid Search,Growth,99,2023-12-01,,0,413.85
1097,2024-09-01,SMB,Organic,Starter,29,,Growth,99,57.48
1098,2024-07-01,Enterprise,Paid Search,Growth,99,,,99,447.38
1099,2023-10-01,SMB,Paid Search,Growth,99,,,99,358.92
1100,2023-02-01,SMB,Referral,Starter,29,2023-09-01,,0,84.75
1101,2024-04-01,SMB,Organic,Scale,299,2024-09-01,,0,53.83
1102,2024-10-01,Enterprise,Referral,Starter,29,,,29,82.57
1103,2023-05-01,SMB,Organic,Growth,99,2023-12-01,,0,65.06
1104,2024-04-01,SMB,Referral,Growth,99,,,99,74.9
1105,2023-03-01,Enterprise,Referral,Growth,99,,,99,103.94
1106,2023-06-01,SMB,Outbound Sales,Scale,299,,,299,1426.16
1107,2023-03-01,Mid-Market,Paid Search,Growth,99,2023-12-01,,0,405.16
1108,2024-07-01,SMB,Organic,Enterprise,799,,,799,59.66
1109,2024-02-01,SMB,Paid Search,Scale,299,,,299,453.3
1110,2024-01-01,SMB,Organic,Growth,99,2024-02-01,,0,65.54
1111,2024-02-01,SMB,Referral,Growth,99,,Scale,299,100.97
1112,2024-04-01,SMB,Paid Search,Starter,29,,,29,380.29
1113,2023-05-01,SMB,Organic,Scale,299,2024-02-01,,0,68.59
1114,2023-09-01,Enterprise,Organic,Starter,29,,,29,67.93
1115,2023-03-01,Mid-Market,Organic,Scale,299,2024-04-01,,0,68.52
1116,2024-04-01,SMB,Partner,Starter,29,,,29,249.7
1117,2024-10-01,SMB,Referral,Enterprise,799,,,799,77.17
1118,2023-10-01,Mid-Market,Referral,Starter,29,,,29,94.49
1119,2024-10-01,SMB,Partner,Starter,29,,,29,354.36
1120,2023-08-01,Mid-Market,Organic,Starter,29,,,29,50.64
1121,2023-07-01,Enterprise,Paid Search,Growth,99,,Scale,299,460.13
1122,2023-06-01,Mid-Market,Organic,Starter,29,,,29,51.27
1123,2024-03-01,Mid-Market,Organic,Growth,99,2024-12-01,,0,70.81
1124,2024-09-01,SMB,Outbound Sales,Starter,29,,,29,1512.06
1125,2023-04-01,Enterprise,Partner,Scale,299,,,299,274.6
1126,2024-02-01,SMB,Organic,Enterprise,799,2024-03-01,,0,49.14
1127,2023-06-01,Enterprise,Paid Search,Scale,299,,,299,409.36
1128,2023-08-01,SMB,Paid Search,Growth,99,2024-05-01,,0,424.21
1129,2024-10-01,SMB,Referral,Starter,29,,,29,90.97
1130,2023-11-01,SMB,Partner,Starter,29,,,29,342.23
1131,2024-02-01,Enterprise,Paid Search,Starter,29,,,29,500.79
1132,2024-10-01,Enterprise,Paid Search,Starter,29,,,29,408.56
1133,2023-04-01,SMB,Referral,Growth,99,,,99,77.9
1134,2023-08-01,Mid-Market,Organic,Starter,29,,,29,57.05
1135,2024-02-01,SMB,Outbound Sales,Growth,99,2024-08-01,,0,1464.55
1136,2023-09-01,Mid-Market,Referral,Starter,29,2024-07-01,,0,93.01
1137,2023-09-01,Mid-Market,Paid Search,Growth,99,,,99,350.58
1138,2023-02-01,Mid-Market,Organic,Starter,29,2023-04-01,,0,53.04
1139,2023-01-01,SMB,Referral,Scale,299,2023-06-01,,0,96.97
1140,2024-03-01,Mid-Market,Organic,Growth,99,2024-05-01,,0,64.75
1141,2023-10-01,SMB,Outbound Sales,Starter,29,2024-02-01,,0,1408.87
1142,2023-07-01,SMB,Outbound Sales,Starter,29,2023-08-01,,0,1238.78
1143,2024-05-01,SMB,Organic,Starter,29,2024-08-01,,0,51.92
1144,2024-09-01,SMB,Partner,Starter,29,2024-11-01,,0,267.46
1145,2023-11-01,SMB,Partner,Growth,99,2024-05-01,,0,336.91
1146,2023-04-01,Mid-Market,Referral,Starter,29,2024-03-01,,0,89.59
1147,2024-08-01,Enterprise,Outbound Sales,Growth,99,,,99,1269.65
1148,2024-06-01,Mid-Market,Organic,Scale,299,,,299,51.26
1149,2023-04-01,SMB,Referral,Growth,99,,,99,86.13
1150,2023-06-01,Mid-Market,Organic,Starter,29,,,29,58.03
1151,2023-06-01,SMB,Paid Search,Scale,299,2024-07-01,,0,484.85
1152,2023-07-01,SMB,Referral,Enterprise,799,,,799,105.84
1153,2023-03-01,SMB,Referral,Growth,99,2023-06-01,,0,102.22
1154,2024-01-01,SMB,Referral,Scale,299,,,299,85.97
1155,2024-07-01,SMB,Organic,Starter,29,,,29,61.42
1156,2024-06-01,SMB,Organic,Starter,29,,,29,68.19
1157,2023-03-01,SMB,Paid Search,Scale,299,2024-09-01,,0,344.48
1158,2024-09-01,SMB,Outbound Sales,Scale,299,,,299,1367.73
1159,2023-04-01,SMB,Referral,Growth,99,,,99,86.35
1160,2023-09-01,Mid-Market,Paid Search,Growth,99,2024-09-01,,0,400.01
1161,2024-08-01,Mid-Market,Paid Search,Growth,99,,,99,394.82
1162,2024-05-01,Mid-Market,Paid Search,Growth,99,,,99,443.6
1163,2023-04-01,SMB,Paid Search,Growth,99,,,99,406.11
1164,2023-07-01,SMB,Paid Search,Scale,299,,,299,390.12
1165,2023-01-01,SMB,Referral,Growth,99,,,99,92.39
1166,2024-10-01,Enterprise,Organic,Scale,299,,,299,56.96
